33.3747	0.583078
33.3655	0.917454
33.3541	0.981674
33.248	0.952468
33.2355	0.906561
33.2201	0.892355
33.1673	0.578234
33.1523	0.732787
33.1492	0.865551
33.1303	0.838681
33.1239	0.780662
33.0828	0.826973
33.0453	0.815920
33.0043	0.761048
33.0043	0.702503
32.9983	0.641889
32.989	0.580645
32.9854	0.718926
32.9638	0.764824
32.9614	0.813955
32.9609	0.656343
32.94	0.401635
32.9279	0.558948
32.8837	0.700075
32.8797	0.434367
32.8704	0.223802
32.734	0.323863
32.721	0.154447
32.7135	0.063469
32.711	0.098980
32.7101	0.149983
32.7042	0.221097
32.6946	0.317465
32.6866	0.332197
32.6749	0.472351
32.6721	0.623644
32.6561	0.792778
32.617	0.929947
32.6031	0.917454
32.5888	0.840241
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
