33.393	0.405706
33.336	0.577575
33.246	0.752342
33.24	0.827431
33.234	0.544998
33.098	0.25756
33.035	0.36886
33.014	0.50336
32.962	0.23029
32.95	0.321466
32.92	0.43184
32.81	0.561821
32.748	0.544971
32.715	0.321004
32.705	0.167037
32.698	0.274489
32.598	0.417183
32.588	0.598166
32.585	0.558738
32.581	0.592656
32.547	0.701316
32.514	0.772029
32.503	0.532876
32.473	0.549576
32.408	0.697924
32.34	0.902314
32.328	0.730274
32.328	0.919508
32.243	0.981649
32.21	0.887218
32.172	0.844642
32.122	0.939231
32.075	0.988223
32.02	0.985059
