34.224	0.118927
34.024	0.183564
33.574	0.061926
33.474	0.096619
33.324	0.141077
33.274	0.102643
33.154	0.036609
33.144	0.057199
33.124	0.084760
33.084	0.030796
33.054	0.010077
33.034	0.015976
33.026	0.024244
33.014	0.035416
32.974	0.050034
32.944	0.068630
32.914	0.050388
32.884	0.079664
32.854	0.120634
32.824	0.175676
32.809	0.236875
32.724	0.287781
32.719	0.344844
32.704	0.256686
32.664	0.344004
32.654	0.449457
32.644	0.554704
32.624	0.673426
32.584	0.447478
32.574	0.549129
32.569	0.664487
32.564	0.777185
32.534	0.533012
32.531	0.637929
32.514	0.574760
32.479	0.543815
32.464	0.629897
32.444	0.740406
32.441	0.578737
32.424	0.604027
32.414	0.459374
32.389	0.307614
32.386	0.361597
32.384	0.243331
32.304	0.132210
32.299	0.065825
32.284	0.047242
32.274	0.020117
32.254	0.030736
32.234	0.046057
32.214	0.030110
32.134	0.046298
32.124	0.069749
32.084	0.029675
32.014	0.011123
32.004	0.017660
31.984	0.027552
31.974	0.042252
31.954	0.054070
31.904	0.091800
31.829	0.137640
31.824	0.092635
31.739	0.028596
31.724	0.050741
31.674	0.018129
31.654	0.005244
31.624	0.009922
31.604	0.002272
31.524	0.004330
31.424	0.004864
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
