33.691	0.551651
33.652	0.652326
33.604	0.746378
33.534	0.828629
33.393	0.762813
33.336	0.8499
33.271	0.552725
33.246	0.630175
33.24	0.584669
33.234	0.602201
33.098	0.627254
33.035	0.546067
33.032	0.479236
33.021	0.404422
33.019	0.338897
33.014	0.28186
32.962	0.232565
32.957	0.452395
32.95	0.379769
32.92	0.316168
32.916	0.493345
32.914	0.422006
32.81	0.689679
32.775	0.612927
32.766	0.616852
32.761	0.75204
32.748	0.738705
32.734	0.660801
32.722	0.725867
32.719	0.551246
32.715	0.726444
32.705	0.560533
32.698	0.616582
32.631	0.543676
32.598	0.366688
32.588	0.235331
32.585	0.277108
32.581	0.176372
32.547	0.106518
32.53	0.174394
32.514	0.10402
32.503	0.170509
32.473	0.268073
32.408	0.164665
32.34	0.0948833
32.328	0.153262
32.328	0.0827759
32.318	0.133586
32.309	0.208526
32.243	0.24965
32.21	0.151963
32.172	0.0860441
32.168	0.144811
32.131	0.19655
32.122	0.263198
32.075	0.347806
32.02	0.157917
32.011	0.15131
31.824	0.124315
31.82	0.0534369
