33.858	0.294593
33.774	0.591346
33.691	0.889045
33.604	0.983551
33.534	0.933802
33.336	0.995328
33.271	0.892778
33.246	0.818745
33.234	0.948677
33.098	0.958096
33.035	0.916439
33.032	0.860068
33.021	0.779594
33.014	0.683758
32.962	0.585970
32.95	0.503711
32.92	0.410808
32.916	0.424115
32.81	0.696736
32.775	0.667878
32.766	0.703728
32.748	0.666084
32.734	0.627167
32.722	0.587270
32.719	0.469286
32.715	0.518847
32.705	0.473888
32.698	0.430145
32.631	0.387714
32.588	0.341497
32.585	0.270440
32.547	0.163211
32.53	0.294942
32.514	0.176087
32.503	0.156112
32.408	0.086764
32.34	0.044006
32.328	0.020075
32.328	0.046548
32.318	0.101009
32.309	0.204641
32.21	0.102664
32.172	0.044080
32.168	0.098513
32.131	0.206997
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
